from_stop_id,from_trip_id,to_stop_id,to_trip_id,transfer_type
NSR:Quay:74804,ATB:ServiceJourney:470_250315139691866_7,NSR:Quay:74804,ATB:ServiceJourney:310_241021121639222_69,1
NSR:Quay:72946,ATB:ServiceJourney:2_241025073163163_64,NSR:Quay:72946,ATB:ServiceJourney:77_241111133697205_16,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085380649_7031,NSR:Quay:72888,ATB:ServiceJourney:82_250203085191374_7032,1
NSR:Quay:75658,ATB:ServiceJourney:1_250131110658005_6141,NSR:Quay:75658,ATB:ServiceJourney:79_250131110663267_6050,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167451_6015,NSR:Quay:75658,ATB:ServiceJourney:14_250203103573581_6011,1
NSR:Quay:74648,ATB:ServiceJourney:311_241021121642504_6018,NSR:Quay:74648,ATB:ServiceJourney:310_241021121639190_6014,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167431_6043,NSR:Quay:74982,ATB:ServiceJourney:44_250121196816514_6016,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577730_116,NSR:Quay:72946,ATB:ServiceJourney:78_240516085573055_50,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167434_6049,NSR:Quay:75658,ATB:ServiceJourney:79_250117151693917_6020,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577723_102,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572895_42,1
NSR:Quay:75607,ATB:ServiceJourney:1_250113084167297_86,NSR:Quay:75607,ATB:ServiceJourney:72_250113084169923_40,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167480_6069,NSR:Quay:74982,ATB:ServiceJourney:44_250113084169740_6028,1
NSR:Quay:74337,ATB:ServiceJourney:451_241021121639935_7001,NSR:Quay:74337,ATB:ServiceJourney:452_241205091488551_7003,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133698274_7006,NSR:Quay:74037,ATB:ServiceJourney:75_241111133507271_7007,1
NSR:Quay:77616,ATB:ServiceJourney:7701_250212077047152_1,NSR:Quay:77344,ATB:ServiceJourney:7705_241205091487962_4,
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167343_6018,NSR:Quay:72946,ATB:ServiceJourney:77_250113084169230_6002,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577596_213,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663543_56,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577440_7031,NSR:Quay:75658,ATB:ServiceJourney:79_241113103921197_7012,1
NSR:Quay:74804,ATB:ServiceJourney:460_250212077045661_7,NSR:Quay:74804,ATB:ServiceJourney:310_241205091485535_39,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577309_7049,NSR:Quay:72888,ATB:ServiceJourney:82_241107118795795_7055,1
NSR:Quay:74803,ATB:ServiceJourney:310_241205091485948_6,NSR:Quay:74803,ATB:ServiceJourney:460_241205091486408_6,1
NSR:Quay:102047,ATB:ServiceJourney:430_241205091486235_51,NSR:Quay:102047,ATB:ServiceJourney:311_241021121642500_6004,1
NSR:Quay:76293,ATB:ServiceJourney:7702_250212077047155_2,NSR:Quay:77344,ATB:ServiceJourney:7705_241205091487962_4,
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658364_6066,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572932_6030,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167435_6051,NSR:Quay:74982,ATB:ServiceJourney:44_250113084169132_6020,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658459_7018,NSR:Quay:72946,ATB:ServiceJourney:77_241111133698897_633,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167295_82,NSR:Quay:72946,ATB:ServiceJourney:78_250113084170761_24,1
NSR:Quay:74803,ATB:ServiceJourney:410_250212077044875_12,NSR:Quay:74803,ATB:ServiceJourney:460_241021121640087_10,1
NSR:Quay:75172,ATB:ServiceJourney:75_241111133506029_22,NSR:Quay:75172,ATB:ServiceJourney:76_241007087179144_16,1
NSR:Quay:75607,ATB:ServiceJourney:1_250113084170831_6102,NSR:Quay:75607,ATB:ServiceJourney:72_250113084169516_6048,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577173_6021,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767570_6024,1
NSR:Quay:71941,ATB:ServiceJourney:430_250212077045468_6,NSR:Quay:71941,ATB:ServiceJourney:535_241205091486393_8,1
NSR:Quay:77141,ATB:ServiceJourney:552_241205091488518_11,NSR:Quay:77141,ATB:ServiceJourney:552_241021121642364_27,1
NSR:Quay:75894,ATB:ServiceJourney:7711_241205091487992_4,NSR:Quay:75894,ATB:ServiceJourney:7711_241205091487990_8,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658341_206,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572911_82,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577291_6071,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768879_6074,1
NSR:Quay:75607,ATB:ServiceJourney:1_250131110658437_6144,NSR:Quay:75607,ATB:ServiceJourney:72_250228142139561_6052,1
NSR:Quay:71422,ATB:ServiceJourney:340_241021121639273_27,NSR:Quay:73729,ATB:ServiceJourney:311_241021121642575_65,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577300_7013,NSR:Quay:72888,ATB:ServiceJourney:82_241107118795483_7019,1
NSR:Quay:75607,ATB:ServiceJourney:1_250131110658493_7086,NSR:Quay:75607,ATB:ServiceJourney:72_250228142139423_7026,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110658047_7041,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663481_7012,1
NSR:Quay:75607,ATB:ServiceJourney:1_250131110658352_6042,NSR:Quay:75607,ATB:ServiceJourney:72_250228142140655_6018,1
NSR:Quay:74804,ATB:ServiceJourney:460_241021121640101_1,NSR:Quay:74804,ATB:ServiceJourney:410_241021121639305_5,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577391_6009,NSR:Quay:74982,ATB:ServiceJourney:44_241113104123769_6000,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167410_6005,NSR:Quay:74982,ATB:ServiceJourney:41_250113084168859_6004,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577492_49,NSR:Quay:75658,ATB:ServiceJourney:79_241113103922321_8,1
NSR:Quay:73482,ATB:ServiceJourney:80_240516085574393_14,NSR:Quay:73482,ATB:ServiceJourney:10_250131110659475_118,1
NSR:Quay:74037,ATB:ServiceJourney:75_250131110663110_6010,NSR:Quay:74037,ATB:ServiceJourney:77_241111133700448_6009,1
NSR:Quay:72946,ATB:ServiceJourney:2_241025073161011_6018,NSR:Quay:72946,ATB:ServiceJourney:77_241111133699212_14,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577130_6027,NSR:Quay:72888,ATB:ServiceJourney:82_241107118801223_6029,1
NSR:Quay:71982,ATB:ServiceJourney:2_241025073162870_210,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572803_36,1
NSR:Quay:597,ATB:ServiceJourney:615_241205091486111_7002,NSR:Quay:597,ATB:ServiceJourney:695_250228115422057_7001,1
NSR:Quay:79400,ATB:ServiceJourney:7424_250403111005141_4,NSR:Quay:79400,ATB:ServiceJourney:7425_241205091488687_2,
NSR:Quay:80162,ATB:ServiceJourney:722_241205091486477_2,NSR:Quay:80162,ATB:ServiceJourney:723_241205091486223_2,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167437_6055,NSR:Quay:74982,ATB:ServiceJourney:44_250121197098421_6022,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167398_29,NSR:Quay:74982,ATB:ServiceJourney:44_250113084169117_8,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577298_7005,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767772_7012,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658399_6030,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572926_6018,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577131_6031,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768434_6034,1
NSR:Quay:76289,ATB:ServiceJourney:680_241021121641957_14,NSR:Quay:76289,ATB:ServiceJourney:785_241021121639883_3,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577741_210,NSR:Quay:72946,ATB:ServiceJourney:77_241111133699246_36,1
NSR:Quay:73589,ATB:ServiceJourney:75_250131110663089_12,NSR:Quay:73589,ATB:ServiceJourney:78_240516085573126_69,1
NSR:Quay:77775,ATB:ServiceJourney:7416_241205091486703_2,NSR:Quay:77775,ATB:ServiceJourney:7412_241205091486692_4,1
NSR:Quay:71941,ATB:ServiceJourney:535_241205091487806_3,NSR:Quay:71941,ATB:ServiceJourney:430_241205091486232_11,1
NSR:Quay:102047,ATB:ServiceJourney:670_241021121640189_6005,NSR:Quay:102047,ATB:ServiceJourney:311_250212077048011_6014,1
NSR:Quay:108470,ATB:ServiceJourney:680_241205091488301_5,NSR:Quay:108470,ATB:ServiceJourney:7315_241205091488096_1,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110658037_7021,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663493_7002,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110657984_241,NSR:Quay:74982,ATB:ServiceJourney:41_250131110660615_108,1
NSR:Quay:71982,ATB:ServiceJourney:1_240516085577734_196,NSR:Quay:71982,ATB:ServiceJourney:73_240516085572780_36,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577329_6049,NSR:Quay:72888,ATB:ServiceJourney:82_241107118766493_6052,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577266_6001,NSR:Quay:72888,ATB:ServiceJourney:82_241107118792495_6003,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577306_7037,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768149_7044,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167381_51,NSR:Quay:74982,ATB:ServiceJourney:41_250113084168876_26,1
NSR:Quay:75287,ATB:ServiceJourney:83_240516085572254_5,NSR:Quay:75287,ATB:ServiceJourney:72_250331126819731_15,1
NSR:Quay:76915,ATB:ServiceJourney:7707_250212077047186_1,NSR:Quay:77344,ATB:ServiceJourney:7705_241205091487961_2,1
NSR:Quay:71348,ATB:ServiceJourney:452_241205091488551_7003,NSR:Quay:71348,ATB:ServiceJourney:595_241021121640007_7002,1
NSR:Quay:71209,ATB:ServiceJourney:2_250113084170856_120,NSR:Quay:71209,ATB:ServiceJourney:40_250113084170957_111,1
NSR:Quay:77729,ATB:ServiceJourney:635_241205091488235_11,NSR:Quay:77729,ATB:ServiceJourney:7412_241205091486695_5,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577589_199,NSR:Quay:75658,ATB:ServiceJourney:79_250131110663248_54,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084172010_7046,NSR:Quay:72946,ATB:ServiceJourney:46_250113084171423_7012,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658420_6004,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572920_6006,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133698199_7004,NSR:Quay:74037,ATB:ServiceJourney:75_241111133507254_7005,1
NSR:Quay:75607,ATB:ServiceJourney:1_250121126926486_7066,NSR:Quay:75607,ATB:ServiceJourney:72_250113084169526_7020,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167416_57,NSR:Quay:75658,ATB:ServiceJourney:79_250117151695088_18,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658398_6028,NSR:Quay:72946,ATB:ServiceJourney:77_241111133697308_6004,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577861_7026,NSR:Quay:75607,ATB:ServiceJourney:72_240516085574466_7006,1
NSR:Quay:75607,ATB:ServiceJourney:1_250113084167305_34,NSR:Quay:75607,ATB:ServiceJourney:72_250211071171962_14,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577847_6174,NSR:Quay:75607,ATB:ServiceJourney:72_240516085572619_6066,1
NSR:Quay:71422,ATB:ServiceJourney:340_241021121639267_37,NSR:Quay:73729,ATB:ServiceJourney:311_241205091488835_43,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167424_73,NSR:Quay:74982,ATB:ServiceJourney:41_250113084168884_44,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084172004_7028,NSR:Quay:72946,ATB:ServiceJourney:46_250113084171441_7006,1
NSR:Quay:73875,ATB:ServiceJourney:480_241205091485703_6,NSR:Quay:73875,ATB:ServiceJourney:5476_241205091486550_2,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167450_6013,NSR:Quay:74982,ATB:ServiceJourney:41_250113084169915_6010,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577753_6048,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572929_6024,1
NSR:Quay:74803,ATB:ServiceJourney:310_241021121639193_7004,NSR:Quay:74803,ATB:ServiceJourney:470_250315139686961_7002,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577127_43,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768609_58,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658394_6126,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572942_6050,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577456_7063,NSR:Quay:75658,ATB:ServiceJourney:79_241113103922571_7028,1
NSR:Quay:71982,ATB:ServiceJourney:1_250131110658302_56,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572792_8,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577549_6133,NSR:Quay:74982,ATB:ServiceJourney:41_240912065855923_6074,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133701472_22,NSR:Quay:74037,ATB:ServiceJourney:75_241111133507531_21,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577633_6099,NSR:Quay:75658,ATB:ServiceJourney:79_241113103921752_6036,1
NSR:Quay:74982,ATB:ServiceJourney:1_250121117745448_6099,NSR:Quay:74982,ATB:ServiceJourney:41_250113084168907_6050,1
NSR:Quay:75658,ATB:ServiceJourney:1_250131110657973_3,NSR:Quay:75658,ATB:ServiceJourney:79_241113103920224_2,1
NSR:Quay:75607,ATB:ServiceJourney:1_250131110658452_6180,NSR:Quay:75607,ATB:ServiceJourney:72_250228142138955_6068,1
NSR:Quay:78617,ATB:ServiceJourney:635_241205091488262_13,NSR:Quay:78617,ATB:ServiceJourney:7201_241205091486854_2,1
NSR:Quay:72888,ATB:ServiceJourney:71_250131110657800_6021,NSR:Quay:72888,ATB:ServiceJourney:82_241107118795883_6023,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577483_15,NSR:Quay:75658,ATB:ServiceJourney:79_241113103920341_4,1
NSR:Quay:71405,ATB:ServiceJourney:350_241021121642266_7,NSR:Quay:71405,ATB:ServiceJourney:452_241021121642242_5,
NSR:Quay:78781,ATB:ServiceJourney:7312_241205091486645_1,NSR:Quay:78781,ATB:ServiceJourney:7308_250212077045581_5,1
NSR:Quay:72946,ATB:ServiceJourney:1_250121114927540_114,NSR:Quay:72946,ATB:ServiceJourney:78_250113084170764_30,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658361_6060,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572931_6028,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167472_7089,NSR:Quay:74982,ATB:ServiceJourney:41_250205121375765_7030,1
NSR:Quay:75607,ATB:ServiceJourney:1_250121125684094_7036,NSR:Quay:75607,ATB:ServiceJourney:72_250113084169521_7010,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577689_168,NSR:Quay:72946,ATB:ServiceJourney:78_240516085573059_80,1
NSR:Quay:74841,ATB:ServiceJourney:5207_241205091485827_8,NSR:Quay:74841,ATB:ServiceJourney:5207_241205091485828_2,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085376076_6019,NSR:Quay:72888,ATB:ServiceJourney:82_250203085198690_6021,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084172003_7026,NSR:Quay:72946,ATB:ServiceJourney:77_250113084169235_7002,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577299_7009,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767807_7016,1
NSR:Quay:104651,ATB:ServiceJourney:480_241205091485704_8,NSR:Quay:104651,ATB:ServiceJourney:5475_241205091486546_6,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167427_6035,NSR:Quay:74982,ATB:ServiceJourney:44_250113084169129_6012,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577302_7021,NSR:Quay:72888,ATB:ServiceJourney:82_241107118795551_7027,1
NSR:Quay:76548,ATB:ServiceJourney:611_241205091488744_15,NSR:Quay:76548,ATB:ServiceJourney:611_241205091486053_1,1
NSR:Quay:71982,ATB:ServiceJourney:1_240516085577878_7060,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572830_7018,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577563_75,NSR:Quay:74982,ATB:ServiceJourney:44_250131110663514_14,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084172046_7035,NSR:Quay:74982,ATB:ServiceJourney:41_250205120901590_7010,1
NSR:Quay:71361,ATB:ServiceJourney:591_241205091489495_23,NSR:Quay:71361,ATB:ServiceJourney:591_241021121639956_10,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084172008_7040,NSR:Quay:72946,ATB:ServiceJourney:46_250113084171422_7010,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658465_7030,NSR:Quay:72946,ATB:ServiceJourney:77_241111133698005_7002,1
NSR:Quay:72888,ATB:ServiceJourney:71_250131110657804_6037,NSR:Quay:72888,ATB:ServiceJourney:82_241107118767639_6040,1
NSR:Quay:72889,ATB:ServiceJourney:5002_241205091485744_4,NSR:Quay:72889,ATB:ServiceJourney:504_241205091488187_3,1
NSR:Quay:71982,ATB:ServiceJourney:1_250131110658336_196,NSR:Quay:71982,ATB:ServiceJourney:73_250131110656024_36,1
NSR:Quay:71982,ATB:ServiceJourney:2_241025073163663_104,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572812_6012,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167399_31,NSR:Quay:74982,ATB:ServiceJourney:41_250113084168871_16,1
NSR:Quay:74037,ATB:ServiceJourney:77_250113084169231_6004,NSR:Quay:74037,ATB:ServiceJourney:75_250113084170678_6013,1
NSR:Quay:74982,ATB:ServiceJourney:1_250131110658068_7083,NSR:Quay:74982,ATB:ServiceJourney:41_250131110660677_7036,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577598_217,NSR:Quay:75658,ATB:ServiceJourney:79_241113103921860_84,1
NSR:Quay:597,ATB:ServiceJourney:610_241205091486438_1,NSR:Quay:597,ATB:ServiceJourney:690_250212077045298_4,1
NSR:Quay:74192,ATB:ServiceJourney:72_250228142141510_38,NSR:Quay:74192,ATB:ServiceJourney:73_240516085572760_29,1
NSR:Quay:73032,ATB:ServiceJourney:3_250129115075385_7018,NSR:Quay:73032,ATB:ServiceJourney:42_250303120842824_7052,1
NSR:Quay:74037,ATB:ServiceJourney:76_241007087179105_14,NSR:Quay:74037,ATB:ServiceJourney:75_250131110663155_33,1
NSR:Quay:102047,ATB:ServiceJourney:430_241205091486233_5,NSR:Quay:102047,ATB:ServiceJourney:311_241021121642556_42,1
NSR:Quay:71982,ATB:ServiceJourney:1_240516085577740_208,NSR:Quay:71982,ATB:ServiceJourney:73_240516085572783_38,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658369_6076,NSR:Quay:72946,ATB:ServiceJourney:77_241111133697340_6008,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577464_7079,NSR:Quay:74982,ATB:ServiceJourney:41_240912065856416_7034,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167472_7089,NSR:Quay:75658,ATB:ServiceJourney:14_250203131123293_7045,1
NSR:Quay:77061,ATB:ServiceJourney:7708_250212077047188_6,NSR:Quay:77061,ATB:ServiceJourney:7710_250212077047201_2,1
NSR:Quay:74037,ATB:ServiceJourney:75_250113084170689_6020,NSR:Quay:74037,ATB:ServiceJourney:77_241111133700448_6009,1
NSR:Quay:71637,ATB:ServiceJourney:452_241205091488668_17,NSR:Quay:71637,ATB:ServiceJourney:5522_250212077047880_14,1
NSR:Quay:76362,ATB:ServiceJourney:785_241205091486087_4,NSR:Quay:76362,ATB:ServiceJourney:665_241205091486521_1,1
NSR:Quay:74192,ATB:ServiceJourney:72_240516085572634_62,NSR:Quay:74192,ATB:ServiceJourney:83_240516085572251_12,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133701375_10,NSR:Quay:74037,ATB:ServiceJourney:75_250131110663145_11,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167294_80,NSR:Quay:72946,ATB:ServiceJourney:77_250113084169227_24,1
NSR:Quay:74804,ATB:ServiceJourney:5101_241205091485765_4,NSR:Quay:74804,ATB:ServiceJourney:310_241205091489239_33,1
NSR:Quay:102047,ATB:ServiceJourney:311_241021121642578_73,NSR:Quay:102047,ATB:ServiceJourney:430_241021121640060_9,1
NSR:Quay:71982,ATB:ServiceJourney:2_250131110662444_72,NSR:Quay:71982,ATB:ServiceJourney:74_240516085572876_12,1
NSR:Quay:72946,ATB:ServiceJourney:2_241025073162305_7060,NSR:Quay:72946,ATB:ServiceJourney:46_240516085574513_7016,1
NSR:Quay:72946,ATB:ServiceJourney:1_240516085577893_7090,NSR:Quay:72946,ATB:ServiceJourney:77_241111133698917_639,1
NSR:Quay:74633,ATB:ServiceJourney:5521_241205091488674_8,NSR:Quay:74633,ATB:ServiceJourney:452_241205091488553_4,1
NSR:Quay:102047,ATB:ServiceJourney:311_241021121642578_73,NSR:Quay:102047,ATB:ServiceJourney:670_241021121640180_14,1
NSR:Quay:74982,ATB:ServiceJourney:1_240516085577456_7063,NSR:Quay:74982,ATB:ServiceJourney:41_240912065856336_7026,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577308_7045,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768268_7052,1
NSR:Quay:597,ATB:ServiceJourney:690_241205091488085_5,NSR:Quay:597,ATB:ServiceJourney:695_250228115435081_7,1
NSR:Quay:72888,ATB:ServiceJourney:71_250203085379364_6011,NSR:Quay:72888,ATB:ServiceJourney:82_250203085198458_6013,1
NSR:Quay:75658,ATB:ServiceJourney:1_250113084167411_6007,NSR:Quay:75658,ATB:ServiceJourney:14_250203103573570_6005,1
NSR:Quay:76463,ATB:ServiceJourney:611_241021121639729_10,NSR:Quay:76463,ATB:ServiceJourney:615_241021121639790_7,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167346_6024,NSR:Quay:72946,ATB:ServiceJourney:46_250113084172334_6010,1
NSR:Quay:76289,ATB:ServiceJourney:680_241021121641955_16,NSR:Quay:76289,ATB:ServiceJourney:695_250228115420323_10,1
NSR:Quay:102047,ATB:ServiceJourney:311_241021121642537_6009,NSR:Quay:102047,ATB:ServiceJourney:430_241021121639906_60,1
NSR:Quay:75607,ATB:ServiceJourney:1_250113084167331_98,NSR:Quay:75607,ATB:ServiceJourney:72_250211074535502_46,1
NSR:Quay:98864,ATB:ServiceJourney:640_250212077045712_14,NSR:Quay:98864,ATB:ServiceJourney:7510_250212077046079_7,1
NSR:Quay:75172,ATB:ServiceJourney:75_250131110663095_6,NSR:Quay:75172,ATB:ServiceJourney:76_241007087179047_4,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167440_77,NSR:Quay:74982,ATB:ServiceJourney:41_250113084168885_46,1
NSR:Quay:75658,ATB:ServiceJourney:1_240516085577584_117,NSR:Quay:75658,ATB:ServiceJourney:79_241113103920513_28,1
NSR:Quay:103507,ATB:ServiceJourney:490_241205091486260_7002,NSR:Quay:103507,ATB:ServiceJourney:680_241021121641950_7009,1
NSR:Quay:75287,ATB:ServiceJourney:83_240516085572258_13,NSR:Quay:75287,ATB:ServiceJourney:72_240516085572692_63,1
NSR:Quay:71422,ATB:ServiceJourney:340_241021121639268_9,NSR:Quay:73729,ATB:ServiceJourney:311_241205091488838_21,1
NSR:Quay:102047,ATB:ServiceJourney:670_241205091486508_1,NSR:Quay:102047,ATB:ServiceJourney:311_241021121642515_32,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133701472_22,NSR:Quay:74037,ATB:ServiceJourney:75_250131110663140_21,1
NSR:Quay:72946,ATB:ServiceJourney:2_250131110662381_7018,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572950_7002,1
NSR:Quay:78476,ATB:ServiceJourney:7506_241205091486832_11,NSR:Quay:78476,ATB:ServiceJourney:7510_241205091486835_3,1
NSR:Quay:71209,ATB:ServiceJourney:2_250131110662335_6014,NSR:Quay:71209,ATB:ServiceJourney:40_240516085571848_6011,1
NSR:Quay:77344,ATB:ServiceJourney:7707_250212077047184_4,NSR:Quay:77344,ATB:ServiceJourney:7702_241205091487948_7,1
NSR:Quay:78386,ATB:ServiceJourney:7315_241205091488103_12,NSR:Quay:78900,ATB:ServiceJourney:680_250212077047512_20,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167439_6059,NSR:Quay:74982,ATB:ServiceJourney:44_250113084169133_6024,1
NSR:Quay:74648,ATB:ServiceJourney:311_241021121642508_6016,NSR:Quay:74648,ATB:ServiceJourney:310_241021121639693_6020,1
NSR:Quay:73032,ATB:ServiceJourney:3_250113084171193_6002,NSR:Quay:73032,ATB:ServiceJourney:42_250113084169041_6001,1
NSR:Quay:74037,ATB:ServiceJourney:77_250113084169235_7002,NSR:Quay:74037,ATB:ServiceJourney:75_250113084170652_7003,1
NSR:Quay:75287,ATB:ServiceJourney:83_240516085572253_3,NSR:Quay:75287,ATB:ServiceJourney:72_250228142141320_9,1
NSR:Quay:72946,ATB:ServiceJourney:1_250113084167375_7080,NSR:Quay:72946,ATB:ServiceJourney:77_250113084169237_7006,1
NSR:Quay:75607,ATB:ServiceJourney:1_240516085577807_230,NSR:Quay:75607,ATB:ServiceJourney:72_240516085575675_76,1
NSR:Quay:74804,ATB:ServiceJourney:460_250212077047064_17,NSR:Quay:74804,ATB:ServiceJourney:310_241021121639217_51,1
NSR:Quay:74037,ATB:ServiceJourney:77_241111133697291_6002,NSR:Quay:74037,ATB:ServiceJourney:75_241111133507166_6003,1
NSR:Quay:74192,ATB:ServiceJourney:72_250228142140533_28,NSR:Quay:74192,ATB:ServiceJourney:73_240516085572764_21,1
NSR:Quay:74982,ATB:ServiceJourney:1_250113084167470_7085,NSR:Quay:74982,ATB:ServiceJourney:44_250113084172276_7026,1
NSR:Quay:75284,ATB:ServiceJourney:5008_241205091489084_9,NSR:Quay:75284,ATB:ServiceJourney:5008_241205091489082_11,1
NSR:Quay:73211,ATB:ServiceJourney:5471_241205091488158_3,NSR:Quay:73183,ATB:ServiceJourney:440_250212077048108_13,1
NSR:Quay:73032,ATB:ServiceJourney:3_250113084171160_6008,NSR:Quay:73032,ATB:ServiceJourney:42_250113084169045_6009,1
NSR:Quay:72888,ATB:ServiceJourney:71_240516085577133_6039,NSR:Quay:72888,ATB:ServiceJourney:82_241107118768523_6042,1
NSR:Quay:74037,ATB:ServiceJourney:75_250113084170654_4,NSR:Quay:74037,ATB:ServiceJourney:78_250113084170792_5,1
NSR:Quay:597,ATB:ServiceJourney:610_241205091486438_1,NSR:Quay:597,ATB:ServiceJourney:690_250515169522533_4,1
NSR:Quay:72946,ATB:ServiceJourney:1_250131110658358_6054,NSR:Quay:72946,ATB:ServiceJourney:46_240516085572930_6026,1
